Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,Ht,OD,bf,B,tw,tf,tnom,tdes,Ix,Iy,J
HSS,HSS4X2X.125,HSS4X2X1/8,4.75,1.3,,4,,,2,,,0.125,0.116,2.65,0.898,2.2
HSS,HSS4X1-1/2X.250,HSS4X1-1/2X1/4,7.96,2.21,,4,,,1.5,,,0.25,0.233,3.66,0.733,2.14
HSS,HSS4X1-1/2X.188,HSS4X1-1/2X3/16,6.23,1.71,,4,,,1.5,,,0.1875,0.174,3.02,0.621,1.78
HSS,HSS4X1-1/2X.125,HSS4X1-1/2X1/8,4.33,1.19,,4,,,1.5,,,0.125,0.116,2.21,0.467,1.3
HSS,HSS3-1/2X3-1/2X.375,HSS3-1/2X3-1/2X3/8,14.72,4.09,,3.5,,,3.5,,,0.375,0.349,6.49,6.49,11.2
HSS,HSS3-1/2X3-1/2X.313,HSS3-1/2X3-1/2X5/16,12.7,3.52,,3.5,,,3.5,,,0.3125,0.291,5.84,5.84,9.89
HSS,HSS3-1/2X3-1/2X.250,HSS3-1/2X3-1/2X1/4,10.51,2.91,,3.5,,,3.5,,,0.25,0.233,5.04,5.04,8.35
HSS,HSS3-1/2X3-1/2X.188,HSS3-1/2X3-1/2X3/16,8.15,2.24,,3.5,,,3.5,,,0.1875,0.174,4.05,4.05,6.56
HSS,HSS3-1/2X3-1/2X.125,HSS3-1/2X3-1/2X1/8,5.61,1.54,,3.5,,,3.5,,,0.125,0.116,2.9,2.9,4.58
HSS,HSS3-1/2X2-1/2X.375,HSS3-1/2X2-1/2X3/8,12.17,3.39,,3.5,,,2.5,,,0.375,0.349,4.75,2.77,6.16
HSS,HSS3-1/2X2-1/2X.313,HSS3-1/2X2-1/2X5/16,10.58,2.94,,3.5,,,2.5,,,0.3125,0.291,4.34,2.54,5.53
HSS,HSS3-1/2X2-1/2X.250,HSS3-1/2X2-1/2X1/4,8.81,2.44,,3.5,,,2.5,,,0.25,0.233,3.79,2.23,4.75
HSS,HSS3-1/2X2-1/2X.188,HSS3-1/2X2-1/2X3/16,6.87,1.89,,3.5,,,2.5,,,0.1875,0.174,3.09,1.82,3.78
HSS,HSS3-1/2X2-1/2X.125,HSS3-1/2X2-1/2X1/8,4.75,1.3,,3.5,,,2.5,,,0.125,0.116,2.23,1.33,2.67
HSS,HSS3-1/2X2X.250,HSS3-1/2X2X1/4,7.96,2.21,,3.5,,,2,,,0.25,0.233,3.17,1.3,3.16
HSS,HSS3-1/2X2X.188,HSS3-1/2X2X3/16,6.23,1.71,,3.5,,,2,,,0.1875,0.174,2.61,1.08,2.55
HSS,HSS3-1/2X2X.125,HSS3-1/2X2X1/8,4.33,1.19,,3.5,,,2,,,0.125,0.116,1.9,0.795,1.83
HSS,HSS3-1/2X1-1/2X.250,HSS3-1/2X1-1/2X1/4,7.11,1.97,,3.5,,,1.5,,,0.25,0.233,2.55,0.638,1.79
HSS,HSS3-1/2X1-1/2X.188,HSS3-1/2X1-1/2X3/16,5.59,1.54,,3.5,,,1.5,,,0.1875,0.174,2.12,0.544,1.49
HSS,HSS3-1/2X1-1/2X.125,HSS3-1/2X1-1/2X1/8,3.9,1.07,,3.5,,,1.5,,,0.125,0.116,1.57,0.411,1.09
HSS,HSS3X3X.375,HSS3X3X3/8,12.17,3.39,,3,,,3,,,0.375,0.349,3.78,3.78,6.64
HSS,HSS3X3X.313,HSS3X3X5/16,10.58,2.94,,3,,,3,,,0.3125,0.291,3.45,3.45,5.94
HSS,HSS3X3X.250,HSS3X3X1/4,8.81,2.44,,3,,,3,,,0.25,0.233,3.02,3.02,5.08
HSS,HSS3X3X.188,HSS3X3X3/16,6.87,1.89,,3,,,3,,,0.1875,0.174,2.46,2.46,4.03
HSS,HSS3X3X.125,HSS3X3X1/8,4.75,1.3,,3,,,3,,,0.125,0.116,1.78,1.78,2.84
HSS,HSS3X2-1/2X.313,HSS3X2-1/2X5/16,9.51,2.64,,3,,,2.5,,,0.3125,0.291,2.92,2.18,4.34
HSS,HSS3X2-1/2X.250,HSS3X2-1/2X1/4,7.96,2.21,,3,,,2.5,,,0.25,0.233,2.57,1.93,3.74
HSS,HSS3X2-1/2X.188,HSS3X2-1/2X3/16,6.23,1.71,,3,,,2.5,,,0.1875,0.174,2.11,1.59,3
HSS,HSS3X2-1/2X.125,HSS3X2-1/2X1/8,4.33,1.19,,3,,,2.5,,,0.125,0.116,1.54,1.16,2.13
HSS,HSS3X2X.313,HSS3X2X5/16,8.45,2.35,,3,,,2,,,0.3125,0.291,2.38,1.24,2.87
HSS,HSS3X2X.250,HSS3X2X1/4,7.11,1.97,,3,,,2,,,0.25,0.233,2.13,1.11,2.52
HSS,HSS3X2X.188,HSS3X2X3/16,5.59,1.54,,3,,,2,,,0.1875,0.174,1.77,0.932,2.05
HSS,HSS3X2X.125,HSS3X2X1/8,3.9,1.07,,3,,,2,,,0.125,0.116,1.3,0.692,1.47
HSS,HSS3X1-1/2X.250,HSS3X1-1/2X1/4,6.26,1.74,,3,,,1.5,,,0.25,0.233,1.68,0.543,1.44
HSS,HSS3X1-1/2X.188,HSS3X1-1/2X3/16,4.96,1.37,,3,,,1.5,,,0.1875,0.174,1.42,0.467,1.21
HSS,HSS3X1-1/2X.125,HSS3X1-1/2X1/8,3.48,0.956,,3,,,1.5,,,0.125,0.116,1.06,0.355,0.886
HSS,HSS3X1X.188,HSS3X1X3/16,4.32,1.19,,3,,,1,,,0.1875,0.174,1.07,0.173,0.526
HSS,HSS3X1X.125,HSS3X1X1/8,3.05,0.84,,3,,,1,,,0.125,0.116,0.817,0.138,0.408
HSS,HSS2-1/2X2-1/2X.313,HSS2-1/2X2-1/2X5/16,8.45,2.35,,2.5,,,2.5,,,0.3125,0.291,1.82,1.82,3.2
HSS,HSS2-1/2X2-1/2X.250,HSS2-1/2X2-1/2X1/4,7.11,1.97,,2.5,,,2.5,,,0.25,0.233,1.63,1.63,2.79
HSS,HSS2-1/2X2-1/2X.188,HSS2-1/2X2-1/2X3/16,5.59,1.54,,2.5,,,2.5,,,0.1875,0.174,1.35,1.35,2.25
HSS,HSS2-1/2X2-1/2X.125,HSS2-1/2X2-1/2X1/8,3.9,1.07,,2.5,,,2.5,,,0.125,0.116,0.998,0.998,1.61
HSS,HSS2-1/2X2X.250,HSS2-1/2X2X1/4,6.26,1.74,,2.5,,,2,,,0.25,0.233,1.33,0.93,1.9
HSS,HSS2-1/2X2X.188,HSS2-1/2X2X3/16,4.96,1.37,,2.5,,,2,,,0.1875,0.174,1.12,0.786,1.55
HSS,HSS2-1/2X2X.125,HSS2-1/2X2X1/8,3.48,0.956,,2.5,,,2,,,0.125,0.116,0.833,0.589,1.12
HSS,HSS2-1/2X1-1/2X.250,HSS2-1/2X1-1/2X1/4,5.41,1.51,,2.5,,,1.5,,,0.25,0.233,1.03,0.449,1.1
HSS,HSS2-1/2X1-1/2X.188,HSS2-1/2X1-1/2X3/16,4.32,1.19,,2.5,,,1.5,,,0.1875,0.174,0.882,0.39,0.929
HSS,HSS2-1/2X1-1/2X.125,HSS2-1/2X1-1/2X1/8,3.05,0.84,,2.5,,,1.5,,,0.125,0.116,0.668,0.3,0.687
HSS,HSS2-1/2X1X.188,HSS2-1/2X1X3/16,3.68,1.02,,2.5,,,1,,,0.1875,0.174,0.646,0.143,0.412
HSS,HSS2-1/2X1X.125,HSS2-1/2X1X1/8,2.63,0.724,,2.5,,,1,,,0.125,0.116,0.503,0.115,0.322
HSS,HSS2-1/4X2-1/4X.250,HSS2-1/4X2-1/4X1/4,6.26,1.74,,2.25,,,2.25,,,0.25,0.233,1.13,1.13,1.96
HSS,HSS2-1/4X2-1/4X.188,HSS2-1/4X2-1/4X3/16,4.96,1.37,,2.25,,,2.25,,,0.1875,0.174,0.953,0.953,1.6
HSS,HSS2-1/4X2-1/4X.125,HSS2-1/4X2-1/4X1/8,3.48,0.956,,2.25,,,2.25,,,0.125,0.116,0.712,0.712,1.15
HSS,HSS2X2X.250,HSS2X2X1/4,5.41,1.51,,2,,,2,,,0.25,0.233,0.747,0.747,1.31
HSS,HSS2X2X.188,HSS2X2X3/16,4.32,1.19,,2,,,2,,,0.1875,0.174,0.641,0.641,1.09
HSS,HSS2X2X.125,HSS2X2X1/8,3.05,0.84,,2,,,2,,,0.125,0.116,0.486,0.486,0.796
HSS,HSS2X1-1/2X.188,HSS2X1-1/2X3/16,3.68,1.02,,2,,,1.5,,,0.1875,0.174,0.495,0.313,0.664
HSS,HSS2X1-1/2X.125,HSS2X1-1/2X1/8,2.63,0.724,,2,,,1.5,,,0.125,0.116,0.383,0.244,0.496
HSS,HSS2X1X.188,HSS2X1X3/16,3.04,0.845,,2,,,1,,,0.1875,0.174,0.35,0.112,0.301
HSS,HSS2X1X.125,HSS2X1X1/8,2.2,0.608,,2,,,1,,,0.125,0.116,0.28,0.0922,0.238
HSS,HSS1-1/2X1-1/2X.250,HSS1-1/2X1-1/2X1/4,3.71,1.04,,1.5,,,1.5,,,0.25,0.233,0.26,0.26,0.47
HSS,HSS1-1/2X1-1/2X.188,HSS1-1/2X1-1/2X3/16,3.04,0.845,,1.5,,,1.5,,,0.188,0.174,0.236,0.236,0.414
HSS,HSS1-1/2X1-1/2X.125,HSS1-1/2X1-1/2X1/8,2.2,0.608,,1.5,,,1.5,,,0.125,0.116,0.188,0.188,0.316
HSS,HSS28X1.000,HSS28.000X1.000,288.63,79.1,,,28,,,,,1,0.93,7250,7250,14500
HSS,HSS28X.875,HSS28.000X0.875,253.72,69.5,,,28,,,,,0.875,0.814,6430,6430,12900
HSS,HSS28X.750,HSS28.000X0.750,218.48,59.8,,,28,,,,,0.75,0.698,5580,5580,11200
HSS,HSS28X.625,HSS28.000X0.625,182.9,50.1,,,28,,,,,0.625,0.581,4710,4710,9410
HSS,HSS28X.500,HSS28.000X0.500,146.99,40.2,,,28,,,,,0.5,0.465,3810,3810,7630
HSS,HSS28X.375,HSS28.000X0.375,110.74,30.3,,,28,,,,,0.375,0.349,2900,2900,5790
HSS,HSS26X.750,HSS26.000X0.750,202.44,55.4,,,26,,,,,0.75,0.698,4440,4440,8880
HSS,HSS26X.625,HSS26.000X0.625,169.54,46.4,,,26,,,,,0.625,0.581,3750,3750,7500
HSS,HSS26X.500,HSS26.000X0.500,136.3,37.3,,,26,,,,,0.5,0.465,3040,3040,6080
HSS,HSS26X.375,HSS26.000X0.375,102.73,28.1,,,26,,,,,0.375,0.349,2310,2310,4620
HSS,HSS26X.313,HSS26.000X0.313,85.81,23.5,,,26,,,,,0.313,0.291,1940,1940,3880
HSS,HSS24X1.000,HSS24.000X1.000,245.87,67.4,,,24,,,,,1,0.93,4490,4490,8980
HSS,HSS24X.875,HSS24.000X0.875,216.31,59.3,,,24,,,,,0.875,0.814,3990,3990,7980
HSS,HSS24X.750,HSS24.000X0.750,186.41,51.1,,,24,,,,,0.75,0.698,3470,3470,6940
HSS,HSS24X.625,HSS24.000X0.625,156.18,42.8,,,24,,,,,0.625,0.581,2930,2930,5870
HSS,HSS24X.500,HSS24.000X0.500,125.61,34.4,,,24,,,,,0.5,0.465,2380,2380,4760
HSS,HSS24X.375,HSS24.000X0.375,94.71,25.9,,,24,,,,,0.375,0.349,1810,1810,3620
HSS,HSS24X.313,HSS24.000X0.313,79.13,21.6,,,24,,,,,0.313,0.291,1520,1520,3040
HSS,HSS22X.750,HSS22.000X0.750,170.37,46.7,,,22,,,,,0.75,0.698,2650,2650,5300
HSS,HSS22X.625,HSS22.000X0.625,142.81,39.1,,,22,,,,,0.625,0.581,2240,2240,4490
HSS,HSS22X.500,HSS22.000X0.500,114.92,31.5,,,22,,,,,0.5,0.465,1820,1820,3650
HSS,HSS22X.375,HSS22.000X0.375,86.69,23.7,,,22,,,,,0.375,0.349,1390,1390,2780
HSS,HSS22X.313,HSS22.000X0.313,72.45,19.8,,,22,,,,,0.313,0.291,1170,1170,2340
HSS,HSS20X1.000,HSS20.000X1.000,203.11,55.7,,,20,,,,,1,0.93,2540,2540,5080
HSS,HSS20X.875,HSS20.000X0.875,178.89,49,,,20,,,,,0.875,0.814,2260,2260,4520
HSS,HSS20X.750,HSS20.000X0.750,154.34,42.3,,,20,,,,,0.75,0.698,1970,1970,3940
HSS,HSS20X.625,HSS20.000X0.625,129.45,35.5,,,20,,,,,0.625,0.581,1670,1670,3350
HSS,HSS20X.500,HSS20.000X0.500,104,28.5,,,20,,,,,0.5,0.465,1360,1360,2720
HSS,HSS20X.375,HSS20.000X0.375,78.67,21.5,,,20,,,,,0.375,0.349,1040,1040,2080
HSS,HSS20X.313,HSS20.000X0.313,65.77,18,,,20,,,,,0.313,0.291,874,874,1750
HSS,HSS20X.250,HSS20.000X0.250,52.78,14.4,,,20,,,,,0.25,0.233,705,705,1410
HSS,HSS18X1.000,HSS18.000X1.000,181.73,49.9,,,18,,,,,1,0.93,1820,1820,3640
HSS,HSS18X.875,HSS18.000X0.875,160.19,43.9,,,18,,,,,0.875,0.814,1630,1630,3250
HSS,HSS18X.750,HSS18.000X0.750,138.3,37.9,,,18,,,,,0.75,0.698,1420,1420,2840
HSS,HSS18X.625,HSS18.000X0.625,116.09,31.8,,,18,,,,,0.625,0.581,1210,1210,2420
HSS,HSS18X.500,HSS18.000X0.500,93.54,25.6,,,18,,,,,0.5,0.465,985,985,1970
HSS,HSS18X.375,HSS18.000X0.375,70.66,19.4,,,18,,,,,0.375,0.349,754,754,1510
HSS,HSS18X.313,HSS18.000X0.313,59.09,16.2,,,18,,,,,0.313,0.291,634,634,1270
HSS,HSS18X.250,HSS18.000X0.250,47.44,13,,,18,,,,,0.25,0.233,512,512,1020
HSS,HSS16X1.000,HSS16.000X1.000,160.35,44,,,16,,,,,1,0.93,1250,1250,2510
HSS,HSS16X.875,HSS16.000X0.875,141.48,38.8,,,16,,,,,0.875,0.814,1120,1120,2240
HSS,HSS16X.750,HSS16.000X0.750,122.27,33.5,,,16,,,,,0.75,0.698,984,984,1970
HSS,HSS16X.625,HSS16.000X0.625,103,28.1,,,16,,,,,0.625,0.581,838,838,1680
HSS,HSS16X.500,HSS16.000X0.500,82.85,22.7,,,16,,,,,0.5,0.465,685,685,1370
HSS,HSS16X.438,HSS16.000X0.438,72.87,19.9,,,16,,,,,0.438,0.407,606,606,1210
HSS,HSS16X.375,HSS16.000X0.375,62.64,17.2,,,16,,,,,0.375,0.349,526,526,1050
HSS,HSS16X.312,HSS16.000X0.312,52.32,14.4,,,16,,,,,0.312,0.291,443,443,886
HSS,HSS16X.250,HSS16.000X0.250,42.09,11.5,,,16,,,,,0.25,0.233,359,359,717
HSS,HSS14X1.000,HSS14.000X1.000,138.97,38.2,,,14,,,,,1,0.93,820,820,1640
HSS,HSS14X.875,HSS14.000X0.875,122.77,33.7,,,14,,,,,0.875,0.814,735,735,1470
HSS,HSS14X.750,HSS14.000X0.750,106.23,29.1,,,14,,,,,0.75,0.698,647,647,1290
HSS,HSS14X.625,HSS14.000X0.625,89.36,24.5,,,14,,,,,0.625,0.581,552,552,1100
HSS,HSS14X.500,HSS14.000X0.500,72.16,19.8,,,14,,,,,0.5,0.465,453,453,907
HSS,HSS14X.375,HSS14.000X0.375,54.62,15,,,14,,,,,0.375,0.349,349,349,698
HSS,HSS14X.312,HSS14.000X0.312,45.65,12.5,,,14,,,,,0.312,0.291,295,295,589
HSS,HSS14X.250,HSS14.000X0.250,36.75,10.1,,,14,,,,,0.25,0.233,239,239,478
HSS,HSS14X.188,HSS14.000X0.188,27.69,7.57,,,14,,,,,0.188,0.174,181,181,362
HSS,HSS13.375X.625,HSS13.375X0.625,85.19,23.4,,,13.4,,,,,0.625,0.581,479,479,958
HSS,HSS13.375X.500,HSS13.375X0.500,68.82,18.9,,,13.4,,,,,0.5,0.465,393,393,787
HSS,HSS13.375X.375,HSS13.375X0.375,52.11,14.3,,,13.4,,,,,0.375,0.349,303,303,606
HSS,HSS13.375X.313,HSS13.375X0.313,43.64,11.9,,,13.4,,,,,0.313,0.291,256,256,512
HSS,HSS13.375X.250,HSS13.375X0.250,35.08,9.6,,,13.4,,,,,0.25,0.233,207,207,415
HSS,HSS13.375X.188,HSS13.375X0.188,26.43,7.23,,,13.4,,,,,0.188,0.174,158,158,315
HSS,HSS12.75X.750,HSS12.750X0.750,96.21,26.4,,,12.8,,,,,0.75,0.698,481,481,962
HSS,HSS12.75X.625,HSS12.750X0.625,81.01,22.2,,,12.8,,,,,0.625,0.581,412,412,824
HSS,HSS12.75X.500,HSS12.750X0.500,65.48,17.9,,,12.8,,,,,0.5,0.465,339,339,678
HSS,HSS12.75X.375,HSS12.750X0.375,49.61,13.6,,,12.8,,,,,0.375,0.349,262,262,523
HSS,HSS12.75X.250,HSS12.750X0.250,33.41,9.16,,,12.8,,,,,0.25,0.233,180,180,359
HSS,HSS12.75X.188,HSS12.750X0.188,25.18,6.89,,,12.8,,,,,0.188,0.174,136,136,272
HSS,HSS12X.625,HSS12.000X0.625,76,20.9,,,12,,,,,0.625,0.581,341,341,681
HSS,HSS12X.500,HSS12.000X0.500,61.47,16.9,,,12,,,,,0.5,0.465,281,281,561
HSS,HSS12X.375,HSS12.000X0.375,46.6,12.8,,,12,,,,,0.375,0.349,217,217,434
HSS,HSS12X.250,HSS12.000X0.250,31.4,8.6,,,12,,,,,0.25,0.233,149,149,298
HSS,HSS11.75X.625,HSS11.750X0.625,74.33,20.4,,,11.8,,,,,0.625,0.581,319,319,638
HSS,HSS11.75X.500,HSS11.750X0.500,60.13,16.5,,,11.8,,,,,0.5,0.465,263,263,526
HSS,HSS11.75X.375,HSS11.750X0.375,45.6,12.5,,,11.8,,,,,0.375,0.349,203,203,406
HSS,HSS11.75X.337,HSS11.750X0.337,41.12,11.3,,,11.8,,,,,0.337,0.313,184,184,368
HSS,HSS11.75X.250,HSS11.750X0.250,30.73,8.41,,,11.8,,,,,0.25,0.233,140,140,279
HSS,HSS10.75X.625,HSS10.750X0.625,67.65,18.6,,,10.8,,,,,0.625,0.581,241,241,482
HSS,HSS10.75X.500,HSS10.750X0.500,54.79,15,,,10.8,,,,,0.5,0.465,199,199,398
HSS,HSS10.75X.375,HSS10.750X0.375,41.59,11.4,,,10.8,,,,,0.375,0.349,154,154,309
HSS,HSS10.75X.313,HSS10.750X0.313,34.87,9.55,,,10.8,,,,,0.313,0.291,131,131,261
HSS,HSS10.75X.250,HSS10.750X0.250,28.06,7.7,,,10.8,,,,,0.25,0.233,106,106,213
HSS,HSS10.75X.188,HSS10.750X0.188,21.17,5.79,,,10.8,,,,,0.188,0.174,81,81,162
HSS,HSS10X.625,HSS10.000X0.625,62.64,17.2,,,10,,,,,0.625,0.581,191,191,383
HSS,HSS10X.500,HSS10.000X0.500,50.78,13.9,,,10,,,,,0.5,0.465,159,159,317
HSS,HSS10X.375,HSS10.000X0.375,38.58,10.6,,,10,,,,,0.375,0.349,123,123,247
HSS,HSS10X.312,HSS10.000X0.312,32.31,8.88,,,10,,,,,0.312,0.291,105,105,209
HSS,HSS10X.250,HSS10.000X0.250,26.06,7.15,,,10,,,,,0.25,0.233,85.3,85.3,171
HSS,HSS10X.188,HSS10.000X0.188,19.72,5.37,,,10,,,,,0.188,0.174,64.8,64.8,130
HSS,HSS9.625X.625,HSS9.625X0.625,60.13,16.5,,,9.63,,,,,0.625,0.581,170,170,339
HSS,HSS9.625X.500,HSS9.625X0.500,48.77,13.4,,,9.63,,,,,0.5,0.465,141,141,281
HSS,HSS9.625X.375,HSS9.625X0.375,37.08,10.2,,,9.63,,,,,0.375,0.349,110,110,219
HSS,HSS9.625X.312,HSS9.625X0.312,31.06,8.53,,,9.63,,,,,0.312,0.291,93,93,186
HSS,HSS9.625X.250,HSS9.625X0.250,25.06,6.87,,,9.63,,,,,0.25,0.233,75.9,75.9,152
HSS,HSS9.625X.188,HSS9.625X0.188,18.97,5.17,,,9.63,,,,,0.188,0.174,57.7,57.7,115
HSS,HSS8.625X.625,HSS8.625X0.625,53.45,14.7,,,8.63,,,,,0.625,0.581,119,119,239
HSS,HSS8.625X.500,HSS8.625X0.500,43.43,11.9,,,8.63,,,,,0.5,0.465,100,100,199
HSS,HSS8.625X.375,HSS8.625X0.375,33.07,9.07,,,8.63,,,,,0.375,0.349,77.8,77.8,156
HSS,HSS8.625X.322,HSS8.625X0.322,28.58,7.85,,,8.63,,,,,0.322,0.3,68.1,68.1,136
HSS,HSS8.625X.250,HSS8.625X0.250,22.38,6.14,,,8.63,,,,,0.25,0.233,54.1,54.1,108
HSS,HSS8.625X.188,HSS8.625X0.188,16.96,4.62,,,8.63,,,,,0.188,0.174,41.3,41.3,82.5
HSS,HSS7.5X.500,HSS7.500X0.500,37.42,10.3,,,7.5,,,,,0.5,0.465,63.9,63.9,128
HSS,HSS7.5X.375,HSS7.500X0.375,28.56,7.84,,,7.5,,,,,0.375,0.349,50.2,50.2,100
HSS,HSS7.5X.312,HSS7.500X0.312,23.97,6.59,,,7.5,,,,,0.312,0.291,42.9,42.9,85.8
HSS,HSS7.5X.250,HSS7.500X0.250,19.38,5.32,,,7.5,,,,,0.25,0.233,35.2,35.2,70.3
HSS,HSS7.5X.188,HSS7.500X0.188,14.7,4,,,7.5,,,,,0.188,0.174,26.9,26.9,53.8
HSS,HSS7X.500,HSS7.000X0.500,34.74,9.55,,,7,,,,,0.5,0.465,51.2,51.2,102
HSS,HSS7X.375,HSS7.000X0.375,26.56,7.29,,,7,,,,,0.375,0.349,40.4,40.4,80.9
HSS,HSS7X.312,HSS7.000X0.312,22.31,6.13,,,7,,,,,0.312,0.291,34.6,34.6,69.1
HSS,HSS7X.250,HSS7.000X0.250,18.04,4.95,,,7,,,,,0.25,0.233,28.4,28.4,56.8
HSS,HSS7X.188,HSS7.000X0.188,13.69,3.73,,,7,,,,,0.188,0.174,21.7,21.7,43.5
HSS,HSS7X.125,HSS7.000X0.125,9.19,2.51,,,7,,,,,0.125,0.116,14.9,14.9,29.7
HSS,HSS6.875X.375,HSS6.875X0.375,26.06,7.16,,,6.88,,,,,0.375,0.349,38.2,38.2,76.4
HSS,HSS6.875X.312,HSS6.875X0.312,21.89,6.02,,,6.88,,,,,0.312,0.291,32.7,32.7,65.4
HSS,HSS6.875X.250,HSS6.875X0.250,17.71,4.86,,,6.88,,,,,0.25,0.233,26.8,26.8,53.7
HSS,HSS6.875X.188,HSS6.875X0.188,13.44,3.66,,,6.88,,,,,0.188,0.174,20.6,20.6,41.1
HSS,HSS6.625X.500,HSS6.625X0.500,32.74,9,,,6.63,,,,,0.5,0.465,42.9,42.9,85.9
HSS,HSS6.625X.432,HSS6.625X0.432,28.6,7.86,,,6.63,,,,,0.432,0.402,38.2,38.2,76.4
HSS,HSS6.625X.375,HSS6.625X0.375,25.06,6.88,,,6.63,,,,,0.375,0.349,34,34,68
HSS,HSS6.625X.312,HSS6.625X0.312,21.06,5.79,,,6.63,,,,,0.312,0.291,29.1,29.1,58.2
HSS,HSS6.625X.280,HSS6.625X0.280,18.99,5.2,,,6.63,,,,,0.28,0.26,26.4,26.4,52.7
HSS,HSS6.625X.250,HSS6.625X0.250,17.04,4.68,,,6.63,,,,,0.25,0.233,23.9,23.9,47.9
HSS,HSS6.625X.188,HSS6.625X0.188,12.94,3.53,,,6.63,,,,,0.188,0.174,18.4,18.4,36.7
HSS,HSS6.625X.125,HSS6.625X0.125,8.69,2.37,,,6.63,,,,,0.125,0.116,12.6,12.6,25.1
HSS,HSS6X.500,HSS6.000X0.500,29.4,8.09,,,6,,,,,0.5,0.465,31.2,31.2,62.4
HSS,HSS6X.375,HSS6.000X0.375,22.55,6.2,,,6,,,,,0.375,0.349,24.8,24.8,49.7
HSS,HSS6X.312,HSS6.000X0.312,18.97,5.22,,,6,,,,,0.312,0.291,21.3,21.3,42.6
HSS,HSS6X.280,HSS6.000X0.280,17.12,4.69,,,6,,,,,0.28,0.26,19.3,19.3,38.7
HSS,HSS6X.250,HSS6.000X0.250,15.37,4.22,,,6,,,,,0.25,0.233,17.6,17.6,35.2
HSS,HSS6X.188,HSS6.000X0.188,11.68,3.18,,,6,,,,,0.188,0.174,13.5,13.5,27
HSS,HSS6X.125,HSS6.000X0.125,7.85,2.14,,,6,,,,,0.125,0.116,9.28,9.28,18.6
HSS,HSS5.563X.500,HSS5.563X0.500,27.06,7.45,,,5.56,,,,,0.5,0.465,24.4,24.4,48.8
HSS,HSS5.563X.375,HSS5.563X0.375,20.8,5.72,,,5.56,,,,,0.375,0.349,19.5,19.5,39
HSS,HSS5.563X.258,HSS5.563X0.258,14.63,4.01,,,5.56,,,,,0.258,0.24,14.2,14.2,28.5
HSS,HSS5.563X.188,HSS5.563X0.188,10.8,2.95,,,5.56,,,,,0.188,0.174,10.7,10.7,21.4
HSS,HSS5.563X.134,HSS5.563X0.134,7.78,2.12,,,5.56,,,,,0.134,0.124,7.84,7.84,15.7
HSS,HSS5.5X.500,HSS5.500X0.500,26.73,7.36,,,5.5,,,,,0.5,0.465,23.5,23.5,47
HSS,HSS5.5X.375,HSS5.500X0.375,20.55,5.65,,,5.5,,,,,0.375,0.349,18.8,18.8,37.6
HSS,HSS5.5X.258,HSS5.500X0.258,14.46,3.97,,,5.5,,,,,0.258,0.24,13.7,13.7,27.5
HSS,HSS5X.500,HSS5.000X0.500,24.05,6.62,,,5,,,,,0.5,0.465,17.2,17.2,34.4
HSS,HSS5X.375,HSS5.000X0.375,18.54,5.1,,,5,,,,,0.375,0.349,13.9,13.9,27.7
HSS,HSS5X.312,HSS5.000X0.312,15.64,4.3,,,5,,,,,0.312,0.291,12,12,24
HSS,HSS5X.258,HSS5.000X0.258,13.08,3.59,,,5,,,,,0.258,0.24,10.2,10.2,20.4
HSS,HSS5X.250,HSS5.000X0.250,12.69,3.49,,,5,,,,,0.25,0.233,9.94,9.94,19.9
HSS,HSS5X.188,HSS5.000X0.188,9.67,2.64,,,5,,,,,0.188,0.174,7.69,7.69,15.4
HSS,HSS5X.125,HSS5.000X0.125,6.51,1.78,,,5,,,,,0.125,0.116,5.31,5.31,10.6
HSS,HSS4.5X.375,HSS4.500X0.375,16.54,4.55,,,4.5,,,,,0.375,0.349,9.87,9.87,19.7
HSS,HSS4.5X.337,HSS4.500X0.337,15,4.12,,,4.5,,,,,0.337,0.313,9.07,9.07,18.1
HSS,HSS4.5X.237,HSS4.500X0.237,10.8,2.96,,,4.5,,,,,0.237,0.22,6.79,6.79,13.6
HSS,HSS4.5X.188,HSS4.500X0.188,8.67,2.36,,,4.5,,,,,0.188,0.174,5.54,5.54,11.1
HSS,HSS4.5X.125,HSS4.500X0.125,5.85,1.6,,,4.5,,,,,0.125,0.116,3.84,3.84,7.68
HSS,HSS4X.313,HSS4.000X0.313,12.34,3.39,,,4,,,,,0.313,0.291,5.87,5.87,11.7
HSS,HSS4X.250,HSS4.000X0.250,10,2.76,,,4,,,,,0.25,0.233,4.91,4.91,9.82
HSS,HSS4X.237,HSS4.000X0.237,9.53,2.61,,,4,,,,,0.237,0.22,4.68,4.68,9.36
HSS,HSS4X.226,HSS4.000X0.226,9.12,2.5,,,4,,,,,0.226,0.21,4.5,4.5,9.01
HSS,HSS4X.220,HSS4.000X0.220,8.89,2.44,,,4,,,,,0.22,0.205,4.41,4.41,8.83
HSS,HSS4X.188,HSS4.000X0.188,7.66,2.09,,,4,,,,,0.188,0.174,3.83,3.83,7.67
HSS,HSS4X.125,HSS4.000X0.125,5.18,1.42,,,4,,,,,0.125,0.116,2.67,2.67,5.34
HSS,HSS3.5X.313,HSS3.500X0.313,10.66,2.93,,,3.5,,,,,0.313,0.291,3.81,3.81,7.61
HSS,HSS3.5X.300,HSS3.500X0.300,10.26,2.82,,,3.5,,,,,0.3,0.279,3.69,3.69,7.38
